generation,cost_obj1,aep_obj2
18,             1401304715.3,              184286442.7
18,              847989974.8,              107175223.1
18,             1298692382.3,              167774356.8
18,              908747025.4,              121250909.0
18,              858136884.5,              107679981.2
18,             1256021974.5,              163947141.1
18,             1209102977.8,              151330860.5
18,              912799428.9,              122021118.8
18,             1569163883.9,              194129316.8
18,             1344100324.0,              176439426.3
18,             1563910507.0,              193124428.6
18,             1762686190.5,              213633938.4
18,             1771937515.1,              214303030.1
18,              881411793.2,              118177149.5
18,              979004997.6,              128165287.5
18,             1563212689.0,              192969106.7
18,              866851930.9,              109585058.5
18,             1400189257.8,              182657827.9
18,             1670588130.1,              199632062.0
18,              702933650.9,               77411278.5
18,             1305174659.8,              172243327.1
18,             1732790195.1,              209736268.2
18,             1727774046.5,              208867114.9
18,             1358654306.6,              179919842.7
18,              797224104.4,               96561503.6
18,             1695875843.6,              205437029.1
18,              908314350.3,              120855476.6
18,             1783545296.1,              220210274.4
18,             1336627487.3,              175552663.2
18,              692491963.6,               72335206.9
18,              832679266.5,              106005636.7
18,             1885873288.6,              231868711.1
18,             1367671692.7,              181096765.9
18,              675956213.7,               70545687.8
18,             1844895951.9,              228435506.9
18,             1554149071.7,              189811493.8
18,             1740279943.3,              211850704.2
18,              874646646.3,              112941337.6
18,             1856084785.3,              228723824.2
18,             1689009701.7,              202834258.9
18,             1221884151.5,              156183970.3
18,             1720613308.5,              206019001.9
18,              818687129.1,              105406679.5
19,              548218359.2,               60294140.5
19,             2078536609.9,              247746097.8
19,             1195340092.3,              150245006.8
19,             1413210967.9,              188774784.1
19,              652141867.0,               66329284.2
19,             1783545296.1,              220210274.4
19,             1805544430.4,              224207169.0
19,             1295390566.2,              172681722.0
19,             1563212689.0,              192969106.7
19,              721801475.3,               79072167.8
19,              675956213.7,               70545687.8
19,              775441175.7,               93008432.1
19,             1722125093.5,              207381371.6
19,              832679266.5,              106005636.7
19,              662359369.1,               66491947.1
19,              896674818.3,              119633989.3
19,             1411154025.4,              188736217.9
19,             1919121692.0,              242469121.4
19,             1885873288.6,              231868711.1
19,             1370905659.8,              183476575.2
19,             1291821536.1,              168415693.1
19,             1136337117.9,              142577974.6
19,              908747025.4,              121250909.0
19,              908314350.3,              120855476.6
19,             1554149071.7,              189811493.8
19,             1357268883.3,              178778259.4
19,             1219154642.6,              152835985.4
19,             1237250169.5,              157234933.4
19,             1720613308.5,              206019001.9
19,              847989974.8,              107175223.1
19,             1358654306.6,              179919842.7
19,              858136884.5,              107679981.2
19,              834285437.2,              106293152.9
19,             1776821616.6,              218324092.8
19,             1219154642.6,              152835985.4
19,             1245329752.3,              160153950.5
19,              983794921.5,              132203984.1
19,             1172942485.2,              148908755.7
19,             1219154642.6,              152835985.4
19,             1347616923.4,              178060657.7
19,             1727774046.5,              208867114.9
19,              970975460.5,              129393242.3
19,             1344100324.0,              176439426.3
19,              841181286.7,              106656824.4
19,             1732790195.1,              209736268.2
19,             1563910507.0,              193124428.6
19,             1401304715.3,              184286442.7
19,              818687129.1,              105406679.5
19,              733943708.7,               87170333.9
19,             1844895951.9,              228435506.9
19,              882719675.1,              119168403.5
19,              702933650.9,               77411278.5
19,             1554149071.7,              189811493.8
19,              912799428.9,              122021118.8
19,              866851930.9,              109585058.5
19,             1256021974.5,              163947141.1
19,              877941014.0,              116713564.8
19,             1161892703.1,              144418870.2
19,             1689009701.7,              202834258.9
19,              799108245.0,               99802157.3
19,             1233227430.8,              157178602.3
19,             1207931566.0,              151761060.7
19,              784277212.8,               96257044.3
19,             1569163883.9,              194129316.8
19,              776492774.1,               93385905.3
19,             1913058563.9,              239595153.5
19,              846440970.4,              107084080.5
19,             1863433942.4,              230186087.8
19,             1181637513.7,              149949394.7
19,              811086477.7,              102615929.1
19,             1284546777.0,              165397616.9
19,             1670588130.1,              199632062.0
19,             1119254995.5,              138286175.6
19,             1221884151.5,              156183970.3
19,             1738809386.3,              215854450.3
19,              869821466.7,              116395903.7
19,             1101699519.6,              134287463.3
19,              881411793.2,              118177149.5
19,              692491963.6,               72335206.9
19,             1578644366.0,              197908256.4
19,             1336627487.3,              175552663.2
19,             1409222883.1,              185790210.0
19,             1707060101.8,              205822977.1
19,              678141913.9,               70610122.8
19,             1161179994.3,              142786791.3
19,             1554149071.7,              189811493.8
19,              952069752.4,              127969770.9
19,              797224104.4,               96561503.6
19,             1555537888.2,              192342699.6
19,             1324611322.5,              175330078.9
19,             1695875843.6,              205437029.1
19,              800616601.8,              101535342.5
19,             1850953671.0,              228841031.2
19,             1367671692.7,              181096765.9
20,              548218359.2,               60294140.5
20,             2078536609.9,              247746097.8
20,             1383056781.0,              186793180.1
20,             1897432967.9,              235812937.3
20,              678141913.9,               70610122.8
20,              662359369.1,               66491947.1
20,             1207931566.0,              151761060.7
20,             1563212689.0,              192969106.7
20,             1563910507.0,              193124428.6
20,              733943708.7,               87170333.9
20,             1172942485.2,              148908755.7
20,              652141867.0,               66329284.2
20,              797224104.4,               96561503.6
20,              979523430.8,              130943588.7
20,             1857743218.5,              231835856.5
20,             1555537888.2,              192342699.6
20,             1121642029.4,              139077388.1
20,              983794921.5,              132203984.1
20,              952069752.4,              127969770.9
20,             2065118696.5,              244563542.2
20,             1850953671.0,              228841031.2
20,             1181637513.7,              149949394.7
20,             1428638776.7,              189979929.4
20,             1136337117.9,              142577974.6
20,              915574855.1,              122907073.3
20,             1919121692.0,              242469121.4
20,             1237250169.5,              157234933.4
20,              877941014.0,              116713564.8
20,             1233227430.8,              157178602.3
20,              970975460.5,              129393242.3
20,              799108245.0,               99802157.3
20,             1291821536.1,              168415693.1
20,             1238493923.1,              158851987.1
20,              921938224.4,              123628058.8
20,             1913058563.9,              239595153.5
20,              683425786.9,               75489664.8
20,              881411793.2,              118177149.5
20,             1347616923.4,              178060657.7
20,             1561420559.1,              192402976.6
20,             1398409880.2,              189127451.8
20,             1324611322.5,              175330078.9
20,             1732790195.1,              209736268.2
20,             1161179994.3,              142786791.3
20,              912799428.9,              122021118.8
20,              869821466.7,              116395903.7
20,             1722125093.5,              207381371.6
20,              775441175.7,               93008432.1
20,             1738809386.3,              215854450.3
20,              866851930.9,              109585058.5
20,             1370905659.8,              183476575.2
20,             1311000858.5,              172799559.1
20,              784277212.8,               96257044.3
20,             1345470313.4,              177565673.3
20,             1358654306.6,              179919842.7
20,             1844895951.9,              228435506.9
20,             1682329543.5,              201647306.8
20,              882719675.1,              119168403.5
20,              837441522.5,              107815672.1
20,             1336627487.3,              175552663.2
20,             1274766513.2,              165950836.5
20,             1214625465.0,              156930490.7
20,             1367671692.7,              181096765.9
20,             1101699519.6,              134287463.3
20,              908747025.4,              121250909.0
20,              896674818.3,              119633989.3
20,             1295390566.2,              172681722.0
20,             1119254995.5,              138286175.6
20,             1685438664.3,              204257970.7
20,              689896013.3,               80436730.5
20,             1726382297.6,              207935290.0
20,             1245329752.3,              160153950.5
20,             1546852581.2,              191788506.2
20,              908314350.3,              120855476.6
20,             1776821616.6,              218324092.8
20,             1885873288.6,              231868711.1
20,             1161892703.1,              144418870.2
20,             1256021974.5,              163947141.1
20,             1695875843.6,              205437029.1
20,              675956213.7,               70545687.8
20,              800616601.8,              101535342.5
20,              818687129.1,              105406679.5
20,              834285437.2,              106293152.9
20,             1783545296.1,              220210274.4
20,             1702070105.4,              206039225.9
20,             1670588130.1,              199632062.0
20,             1392927080.0,              188165469.9
20,             1682237786.4,              199759676.1
20,             1567159270.0,              198390488.0
20,             1805544430.4,              224207169.0
20,             1357268883.3,              178778259.4
20,             1344100324.0,              176439426.3
20,             1727774046.5,              208867114.9
20,              776492774.1,               93385905.3
20,              832679266.5,              106005636.7
20,              811086477.7,              102615929.1
20,             1195340092.3,              150245006.8
21,              548218359.2,               60294140.5
21,             2078536609.9,              247746097.8
21,             1430483285.6,              192870708.0
21,              915574855.1,              122907073.3
21,             1311000858.5,              172799559.1
21,              683425786.9,               75489664.8
21,             1326331469.3,              176086177.9
21,             1245329752.3,              160153950.5
21,              818687129.1,              105406679.5
21,              952069752.4,              127969770.9
21,             1324611322.5,              175330078.9
21,              834285437.2,              106293152.9
21,              652141867.0,               66329284.2
21,             1136337117.9,              142577974.6
21,             1549310455.5,              196091194.1
21,              921938224.4,              123628058.8
21,             1913058563.9,              239595153.5
21,             1358810011.0,              182851657.9
21,             1885873288.6,              231868711.1
21,              908314350.3,              120855476.6
21,              689896013.3,               80436730.5
21,             1897432967.9,              235812937.3
21,              784277212.8,               96257044.3
21,              970975460.5,              129393242.3
21,             1702070105.4,              206039225.9
21,              839553454.1,              109543739.4
21,              882719675.1,              119168403.5
21,             1274766513.2,              165950836.5
21,             1101699519.6,              134287463.3
21,             1669768021.2,              201682637.6
21,             1345470313.4,              177565673.3
21,              983794921.5,              132203984.1
21,             1195340092.3,              150245006.8
21,              832679266.5,              106005636.7
21,              675956213.7,               70545687.8
21,             1181637513.7,              149949394.7
21,             1919121692.0,              242469121.4
21,              983794921.5,              132203984.1
21,             1582756924.2,              199623033.5
21,             1214625465.0,              156930490.7
21,             1719952481.3,              210494949.5
21,             1685438664.3,              204257970.7
21,              923957297.6,              126839227.8
21,              776492774.1,               93385905.3
21,              797224104.4,               96561503.6
21,             1428638776.7,              189979929.4
21,             1347616923.4,              178060657.7
21,             1246578312.1,              163601602.1
21,              811086477.7,              102615929.1
21,             1738809386.3,              215854450.3
21,              800616601.8,              101535342.5
21,             1868994854.4,              231851140.2
21,             1258766990.9,              164779141.1
21,             2065118696.5,              244563542.2
21,              775441175.7,               93008432.1
21,             1181362818.0,              149147699.1
21,             1121642029.4,              139077388.1
21,              733943708.7,               87170333.9
21,             1392927080.0,              188165469.9
21,             1161179994.3,              142786791.3
21,              877941014.0,              116713564.8
21,             1844895951.9,              228435506.9
21,              662359369.1,               66491947.1
21,              908747025.4,              121250909.0
21,             1783545296.1,              220210274.4
21,              869821466.7,              116395903.7
21,             1238493923.1,              158851987.1
21,              912799428.9,              122021118.8
21,              896674818.3,              119633989.3
21,             1663326351.6,              200531480.4
21,             1398409880.2,              189127451.8
21,             1233227430.8,              157178602.3
21,             1172942485.2,              148908755.7
21,             1344100324.0,              176439426.3
21,              881411793.2,              118177149.5
21,              983794921.5,              132203984.1
21,             1119254995.5,              138286175.6
21,             1237250169.5,              157234933.4
21,             1295390566.2,              172681722.0
21,             1370905659.8,              183476575.2
21,             1898791637.0,              235864610.2
21,             1805544430.4,              224207169.0
21,             1857743218.5,              231835856.5
21,             1895750272.6,              232183412.5
21,             1256021974.5,              163947141.1
21,              866851930.9,              109585058.5
21,             1206497822.8,              152982665.8
21,             1161892703.1,              144418870.2
21,             1205283598.1,              151167058.1
21,             1776821616.6,              218324092.8
21,              678141913.9,               70610122.8
21,             1356239116.1,              182475164.2
21,             1282543199.6,              167508571.1
21,              799108245.0,               99802157.3
21,              979523430.8,              130943588.7
21,             1695875843.6,              205437029.1
21,              837441522.5,              107815672.1
21,             1567159270.0,              198390488.0
21,             1291821536.1,              168415693.1
21,             1850953671.0,              228841031.2
22,              548218359.2,               60294140.5
22,             2078536609.9,              247746097.8
22,             1416657416.2,              191020125.7
22,             1246578312.1,              163601602.1
22,             1669768021.2,              201682637.6
22,             1349772851.6,              179196229.1
22,             1392927080.0,              188165469.9
22,              662359369.1,               66491947.1
22,              652141867.0,               66329284.2
22,              832679266.5,              106005636.7
22,             1356239116.1,              182475164.2
22,              768705337.8,               90631481.5
22,             1206497822.8,              152982665.8
22,             1567159270.0,              198390488.0
22,             1898791637.0,              235864610.2
22,             1549310455.5,              196091194.1
22,              752681768.3,               89490819.6
22,             1375603235.3,              184308745.3
22,              797224104.4,               96561503.6
22,              896674818.3,              119633989.3
22,             1181637513.7,              149949394.7
22,             1685438664.3,              204257970.7
22,              837441522.5,              107815672.1
22,             1192184285.0,              151799847.6
22,              921938224.4,              123628058.8
22,             1237250169.5,              157234933.4
22,              689896013.3,               80436730.5
22,              914681963.2,              122163966.4
22,             1341030190.4,              178199746.8
22,             1101699519.6,              134287463.3
22,             2065118696.5,              244563542.2
22,              912799428.9,              122021118.8
22,              952069752.4,              127969770.9
22,             1897432967.9,              235812937.3
22,              983794921.5,              132203984.1
22,             1398409880.2,              189127451.8
22,              923957297.6,              126839227.8
22,              970169152.0,              131868367.4
22,              877941014.0,              116713564.8
22,              678141913.9,               70610122.8
22,             1119254995.5,              138286175.6
22,             1414276617.2,              189341720.7
22,              983794921.5,              132203984.1
22,             1311000858.5,              172799559.1
22,             1161892703.1,              144418870.2
22,              726801931.8,               87384822.4
22,             1261645427.8,              164894195.6
22,              784277212.8,               96257044.3
22,             1358810011.0,              182851657.9
22,             1783545296.1,              220210274.4
22,             1121642029.4,              139077388.1
22,             1273373237.0,              168370898.7
22,             1378067179.4,              184406988.3
22,             1844699436.7,              229990061.0
22,             1291821536.1,              168415693.1
22,             1245329752.3,              160153950.5
22,             1719952481.3,              210494949.5
22,             1130891426.5,              139940976.2
22,             1868732060.4,              232181605.3
22,              800616601.8,              101535342.5
22,             1256021974.5,              163947141.1
22,             1857852617.9,              231986973.5
22,             1805544430.4,              224207169.0
22,              839553454.1,              109543739.4
22,              915574855.1,              122907073.3
22,             1582756924.2,              199623033.5
22,             1324407414.5,              176720779.9
22,             1838376891.0,              226329527.0
22,             1233227430.8,              157178602.3
22,              775441175.7,               93008432.1
22,              675956213.7,               70545687.8
22,             1686881508.7,              205543667.0
22,             1238493923.1,              158851987.1
22,             1430483285.6,              192870708.0
22,              866372747.2,              113632754.6
22,              818687129.1,              105406679.5
22,              834285437.2,              106293152.9
22,              983794921.5,              132203984.1
22,              776492774.1,               93385905.3
22,              881411793.2,              118177149.5
22,             1172942485.2,              148908755.7
22,             1780408177.2,              219523678.4
22,             1776821616.6,              218324092.8
22,              811086477.7,              102615929.1
22,             1738809386.3,              215854450.3
22,             1857743218.5,              231835856.5
22,             1161179994.3,              142786791.3
22,              899959197.7,              121409231.8
22,             1354061041.0,              179652354.2
22,             1181362818.0,              149147699.1
22,              799108245.0,               99802157.3
22,              869821466.7,              116395903.7
22,             1295390566.2,              172681722.0
22,             1884443804.4,              234000547.4
22,             1701823272.3,              207291880.4
22,             1370905659.8,              183476575.2
22,             1919121692.0,              242469121.4
22,              882719675.1,              119168403.5
22,             1587020164.2,              201445868.8
22,             1801850477.4,              223712777.1
23,              548218359.2,               60294140.5
23,             2078536609.9,              247746097.8
23,             1382291516.9,              185382424.3
23,             1378067179.4,              184406988.3
23,             1780408177.2,              219523678.4
23,              775441175.7,               93008432.1
23,             1701823272.3,              207291880.4
23,             1927563254.5,              242994601.0
23,              811086477.7,              102615929.1
23,              644883160.4,               64043845.1
23,             2075584973.2,              245938412.3
23,             1137405433.9,              141124864.7
23,             1181362818.0,              149147699.1
23,              678141913.9,               70610122.8
23,             1549310455.5,              196091194.1
23,             1274392581.9,              168395184.9
23,             1256021974.5,              163947141.1
23,              983794921.5,              132203984.1
23,             1685438664.3,              204257970.7
23,             1801850477.4,              223712777.1
23,              968328730.3,              132017172.2
23,             1669768021.2,              201682637.6
23,             1582756924.2,              199623033.5
23,             1181637513.7,              149949394.7
23,              786273365.6,               98417776.9
23,             1245329752.3,              160153950.5
23,              881411793.2,              118177149.5
23,             1121642029.4,              139077388.1
23,             1844699436.7,              229990061.0
23,             1870599278.4,              236912174.3
23,             1101699519.6,              134287463.3
23,             1805544430.4,              224207169.0
23,              983794921.5,              132203984.1
23,              689896013.3,               80436730.5
23,             1161179994.3,              142786791.3
23,              800616601.8,              101535342.5
23,             1857852617.9,              231986973.5
23,              662359369.1,               66491947.1
23,              952069752.4,              127969770.9
23,              882719675.1,              119168403.5
23,              853761292.1,              112922152.5
23,              899959197.7,              121409231.8
23,             1838376891.0,              226329527.0
23,             1192184285.0,              151799847.6
23,              983794921.5,              132203984.1
23,             1169047417.8,              145524494.6
23,             1234089740.2,              158945722.7
23,             1356239116.1,              182475164.2
23,             1171546900.7,              145544198.6
23,             1114841002.7,              135285755.7
23,              818687129.1,              105406679.5
23,             1392927080.0,              188165469.9
23,             1857743218.5,              231835856.5
23,             1246578312.1,              163601602.1
23,             1414276617.2,              189341720.7
23,             1311000858.5,              172799559.1
23,             1354061041.0,              179652354.2
23,              914681963.2,              122163966.4
23,             1161892703.1,              144418870.2
23,             1719454549.0,              212008101.2
23,             1567159270.0,              198390488.0
23,              921938224.4,              123628058.8
23,             1776821616.6,              218324092.8
23,              866372747.2,              113632754.6
23,             1341030190.4,              178199746.8
23,             1358810011.0,              182851657.9
23,              915574855.1,              122907073.3
23,             1430483285.6,              192870708.0
23,              726801931.8,               87384822.4
23,             1398409880.2,              189127451.8
23,              675956213.7,               70545687.8
23,             1130891426.5,              139940976.2
23,             1847648751.5,              231813256.5
23,              768705337.8,               90631481.5
23,              877941014.0,              116713564.8
23,             1206497822.8,              152982665.8
23,              784277212.8,               96257044.3
23,              923957297.6,              126839227.8
23,             1416657416.2,              191020125.7
23,             1273373237.0,              168370898.7
23,             1349047098.6,              178509756.9
23,             1370905659.8,              183476575.2
23,              792915533.7,              100044397.6
23,             1738809386.3,              215854450.3
23,             1295390566.2,              172681722.0
23,             1375603235.3,              184308745.3
23,             1261645427.8,              164894195.6
23,             2065118696.5,              244563542.2
23,             1324407414.5,              176720779.9
23,              826637649.3,              108777750.6
23,             1119254995.5,              138286175.6
23,             1783545296.1,              220210274.4
23,              776492774.1,               93385905.3
23,             1291821536.1,              168415693.1
23,             1537536015.9,              194319179.3
23,             1699821482.0,              206577708.9
23,             1349772851.6,              179196229.1
23,              948329852.3,              127644821.1
23,             1919121692.0,              242469121.4
23,              896674818.3,              119633989.3
24,              548218359.2,               60294140.5
24,             2078536609.9,              247746097.8
24,             1738327358.0,              213039648.7
24,             1701823272.3,              207291880.4
24,              829819644.8,              109519928.2
24,              881411793.2,              118177149.5
24,             1375603235.3,              184308745.3
24,             1196006854.2,              155480298.8
24,             1119254995.5,              138286175.6
24,              717842649.0,               85641404.1
24,             1795035703.9,              225170449.9
24,              826637649.3,              108777750.6
24,              784277212.8,               96257044.3
24,             1181362818.0,              149147699.1
24,              678141913.9,               70610122.8
24,             1416657416.2,              191020125.7
24,              964313174.0,              133891368.2
24,             1907977746.2,              243983558.2
24,              662359369.1,               66491947.1
24,             1567159270.0,              198390488.0
24,             1234089740.2,              158945722.7
24,             1354061041.0,              179652354.2
24,             1181637513.7,              149949394.7
24,             1377122628.5,              185397163.0
24,              786273365.6,               98417776.9
24,             1783545296.1,              220210274.4
24,             1392927080.0,              188165469.9
24,             1231160106.3,              157941965.8
24,             1349772851.6,              179196229.1
24,             2075584973.2,              245938412.3
24,             1273373237.0,              168370898.7
24,             1246578312.1,              163601602.1
24,             1390013332.2,              186239844.7
24,              877941014.0,              116713564.8
24,              853761292.1,              112922152.5
24,              901779094.4,              122738234.4
24,             1171546900.7,              145544198.6
24,              882719675.1,              119168403.5
24,              644883160.4,               64043845.1
24,              675956213.7,               70545687.8
24,              678141913.9,               70610122.8
24,              899959197.7,              121409231.8
24,             1161179994.3,              142786791.3
24,             1870599278.4,              236912174.3
24,              792915533.7,              100044397.6
24,             1669768021.2,              201682637.6
24,              915574855.1,              122907073.3
24,              866372747.2,              113632754.6
24,             1582756924.2,              199623033.5
24,             1261645427.8,              164894195.6
24,             1121642029.4,              139077388.1
24,              776492774.1,               93385905.3
24,              952069752.4,              127969770.9
24,             1192111899.3,              150319883.0
24,             1356239116.1,              182475164.2
24,              818687129.1,              105406679.5
24,             1537536015.9,              194319179.3
24,             1217385071.8,              155751045.4
24,             1179430952.5,              149004394.8
24,             1245329752.3,              160153950.5
24,             1358810011.0,              182851657.9
24,             1370905659.8,              183476575.2
24,             1430483285.6,              192870708.0
24,              921938224.4,              123628058.8
24,             1114841002.7,              135285755.7
24,             1130891426.5,              139940976.2
24,             1826308423.2,              233529868.7
24,              726801931.8,               87384822.4
24,             1256021974.5,              163947141.1
24,             1685438664.3,              204257970.7
24,             1699821482.0,              206577708.9
24,             1161892703.1,              144418870.2
24,              896674818.3,              119633989.3
24,             1341030190.4,              178199746.8
24,             1738809386.3,              215854450.3
24,             1760380299.0,              219526547.5
24,             1169047417.8,              145524494.6
24,             1398409880.2,              189127451.8
24,              689896013.3,               80436730.5
24,             1324407414.5,              176720779.9
24,              739690262.9,               92005399.3
24,             1192184285.0,              151799847.6
24,             1349047098.6,              178509756.9
24,              775441175.7,               93008432.1
24,             1719454549.0,              212008101.2
24,             1318121643.9,              175431158.2
24,             1291821536.1,              168415693.1
24,             1137405433.9,              141124864.7
24,             1274392581.9,              168395184.9
24,             2065118696.5,              244563542.2
24,              800616601.8,              101535342.5
24,             1177327302.3,              148447425.3
24,             1364332068.7,              183439190.5
24,              923957297.6,              126839227.8
24,             1350817070.0,              179378620.2
24,             1414276617.2,              189341720.7
24,              948329852.3,              127644821.1
24,             1549310455.5,              196091194.1
24,             1311000858.5,              172799559.1
24,              678141913.9,               70610122.8
25,              548218359.2,               60294140.5
25,             2078536609.9,              247746097.8
25,             1341333754.6,              180383358.3
25,              826637649.3,              108777750.6
25,              678141913.9,               70610122.8
25,              644883160.4,               64043845.1
25,             1318121643.9,              175431158.2
25,              896674818.3,              119633989.3
25,             2065118696.5,              244563542.2
25,             1292021400.2,              171370922.1
25,             1231160106.3,              157941965.8
25,             1738327358.0,              213039648.7
25,              963173264.1,              129598854.7
25,             1567159270.0,              198390488.0
25,             1234089740.2,              158945722.7
25,              915574855.1,              122907073.3
25,             1907977746.2,              243983558.2
25,             1239888807.1,              164025532.2
25,             1192184285.0,              151799847.6
25,              775441175.7,               93008432.1
25,             1192111899.3,              150319883.0
25,             1699821482.0,              206577708.9
25,              866784910.5,              118894121.0
25,             1549310455.5,              196091194.1
25,              792915533.7,              100044397.6
25,              818687129.1,              105406679.5
25,              829819644.8,              109519928.2
25,              905747812.8,              122781124.4
25,              919652525.5,              128400369.2
25,              899959197.7,              121409231.8
25,              678141913.9,               70610122.8
25,             1099082900.1,              135865295.6
25,              784277212.8,               96257044.3
25,             1358810011.0,              182851657.9
25,             1148868736.6,              145538509.0
25,              776492774.1,               93385905.3
25,              866372747.2,              113632754.6
25,              746526362.7,               92192510.8
25,             1853245496.4,              234331750.8
25,             1760380299.0,              219526547.5
25,             1392927080.0,              188165469.9
25,             1324407414.5,              176720779.9
25,              675956213.7,               70545687.8
25,             1390013332.2,              186239844.7
25,             1208696080.3,              157314736.4
25,             1261645427.8,              164894195.6
25,             1291821536.1,              168415693.1
25,             1311000858.5,              172799559.1
25,             1406796045.6,              195431637.0
25,             1738809386.3,              215854450.3
25,              689896013.3,               80436730.5
25,             1130891426.5,              139940976.2
25,             1165078999.1,              145976843.6
25,              739690262.9,               92005399.3
25,             1196006854.2,              155480298.8
25,             1355849877.4,              181549087.6
25,             1137405433.9,              141124864.7
25,              901779094.4,              122738234.4
25,             1105316430.9,              136032645.7
25,              882719675.1,              119168403.5
25,             1784877826.6,              223999809.4
25,             1795035703.9,              225170449.9
25,             1237357347.9,              160429541.1
25,             1341030190.4,              178199746.8
25,              964313174.0,              133891368.2
25,             1826308423.2,              233529868.7
25,             1121642029.4,              139077388.1
25,              662359369.1,               66491947.1
25,             1368035385.8,              185605985.4
25,              786273365.6,               98417776.9
25,             1356239116.1,              182475164.2
25,             1273373237.0,              168370898.7
25,              800616601.8,              101535342.5
25,             1181637513.7,              149949394.7
25,             1719454549.0,              212008101.2
25,             1573022044.8,              202158560.8
25,             1701823272.3,              207291880.4
25,             1870599278.4,              236912174.3
25,             2075584973.2,              245938412.3
25,             1175643781.1,              149387084.9
25,              717842649.0,               85641404.1
25,              853761292.1,              112922152.5
25,             1783545296.1,              220210274.4
25,             1274392581.9,              168395184.9
25,             1669746459.7,              206220842.4
25,             1364332068.7,              183439190.5
25,              678141913.9,               70610122.8
25,              726801931.8,               87384822.4
25,             1119254995.5,              138286175.6
25,             1398409880.2,              189127451.8
26,              548218359.2,               60294140.5
26,             2061621178.0,              250623375.7
26,             1821824774.7,              226893734.8
26,             1870599278.4,              236912174.3
26,             1148868736.6,              145538509.0
26,             1273373237.0,              168370898.7
26,             1355849877.4,              181549087.6
26,             1196006854.2,              155480298.8
26,             1256392827.1,              164562325.9
26,             1099082900.1,              135865295.6
26,              726801931.8,               87384822.4
26,              800147318.3,              101514331.2
26,              662359369.1,               66491947.1
26,             1341333754.6,              180383358.3
26,             1165078999.1,              145976843.6
26,              959556506.0,              132133351.8
26,             1784877826.6,              223999809.4
26,             1670292342.0,              207674951.2
26,             1853245496.4,              234331750.8
26,             1100826484.0,              136232499.8
26,              786273365.6,               98417776.9
26,             1390013332.2,              186239844.7
26,              713701748.9,               80568519.6
26,             1893968636.9,              242979723.0
26,              853761292.1,              112922152.5
26,              843341459.2,              109812102.4
26,              859119104.3,              115466669.1
26,             1356239116.1,              182475164.2
26,             1130827394.7,              141467547.6
26,              746526362.7,               92192510.8
26,             1318121643.9,              175431158.2
26,              866784910.5,              118894121.0
26,              644883160.4,               64043845.1
26,              678141913.9,               70610122.8
26,              919652525.5,              128400369.2
26,             1826308423.2,              233529868.7
26,              829819644.8,              109519928.2
26,             1208696080.3,              157314736.4
26,             1795035703.9,              225170449.9
26,              777147206.8,               94637185.0
26,             1175643781.1,              149387084.9
26,              762305058.3,               93394983.0
26,              678141913.9,               70610122.8
26,              899959197.7,              121409231.8
26,             1270587357.9,              165207725.5
26,             1907977746.2,              243983558.2
26,             1783545296.1,              220210274.4
26,             1549310455.5,              196091194.1
26,             1239569614.0,              161020984.1
26,             1760380299.0,              219526547.5
26,             1738809386.3,              215854450.3
26,             1239888807.1,              164025532.2
26,              739690262.9,               92005399.3
26,             1332996029.6,              179442395.4
26,             1119254995.5,              138286175.6
26,             1192111899.3,              150319883.0
26,              792915533.7,              100044397.6
26,             1735179709.6,              213143500.6
26,              907098645.8,              125285435.3
26,              717842649.0,               85641404.1
26,             1231160106.3,              157941965.8
26,             1367621363.6,              183796811.0
26,             1234089740.2,              158945722.7
26,              896674662.6,              121106151.8
26,              846121055.9,              111601217.2
26,              675956213.7,               70545687.8
26,              800616601.8,              101535342.5
26,             1274392581.9,              168395184.9
26,              689896013.3,               80436730.5
26,              826637649.3,              108777750.6
26,             1398409880.2,              189127451.8
26,             1292021400.2,              171370922.1
26,              818687129.1,              105406679.5
26,              882719675.1,              119168403.5
26,             1719454549.0,              212008101.2
26,             1292021400.2,              171370922.1
26,             1301724147.8,              174939342.7
26,             1824474178.0,              227958434.7
26,             1292021400.2,              171370922.1
26,              902846472.3,              123379143.9
26,             1181637513.7,              149949394.7
26,             1289049088.5,              170777984.5
26,             1324407414.5,              176720779.9
26,              801143271.5,              101604708.7
26,             1358810011.0,              182851657.9
26,              950941811.4,              130644824.6
26,              901779094.4,              122738234.4
26,              778197629.9,               95845928.2
26,              964313174.0,              133891368.2
26,             1368035385.8,              185605985.4
26,             1406796045.6,              195431637.0
26,              866321216.2,              116880276.4
26,              784277212.8,               96257044.3
26,             1669746459.7,              206220842.4
26,              678141913.9,               70610122.8
26,             1192184285.0,              151799847.6
